,Unnamed: 0,Dataset_ID,Organ_major,Organ_specific,Platform,Count_filtered,Mito_filtered,Gene_filtered,Pct_filtered,Total_cells,Total_cells_passed,Source,pubmed_id,pubmed_link,doi,accession
344,344,516094,decidua,{'Decidua'},10x,2.31888693,0.71965457,0.04797697,3.08651847,6253,6060,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
345,345,949221,immune,{'peripheral_blood_mononuclear_cells'},droplet,1.2085579,0.06532745,0,1.27388535,6123,6045,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
346,346,850677,bone_marrow,{'Bone_marrow'},10x,1.66096727,0.08141996,0,1.74238723,6141,6034,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
347,347,387366,eye,{'retina'},droplet,1.31578947,0.01644737,0,1.33223684,6080,5999,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
348,348,739842,large_intestine,{'rectum'},droplet,1.95859873,3.35987261,0,5.31847134,6280,5946,"He, S. et al. Single-cell transcriptome profiling of an adult human cell atlas of 15 major organs. Genome Biol. 21, 294 (2020).",33287869,https://pubmed.ncbi.nlm.nih.gov/33287869/,10.1186/s13059-020-02210-0,GSE159929
349,349,858299,immune,{'Peripheral_blood_mononuclear_cells'},10x,0.86551265,0.11651132,0.0665779,1.04860186,6008,5945,"Phipson, B. et al. Evaluation of variability in human kidney organoids. Nat. Methods 16, 79–87 (2019).",30573816,https://pubmed.ncbi.nlm.nih.gov/30573816/,10.1038/s41592-018-0253-2,
350,350,471289,testis,{'Testicular_cells'},10x,2.18001652,0.18166804,0.09909166,2.46077622,6055,5906,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
351,351,766643,immune,{'tumor_immune'},droplet,2.28666114,2.68434134,0,4.97100249,6035,5735,"Savas, P. et al. Single-cell profiling of breast cancer T cells reveals a tissue-resident memory subset associated with improved prognosis. Nat. Med. 24, 986–993 (2018).",30135555,https://pubmed.ncbi.nlm.nih.gov/30135555/,10.1038/s41591-018-0176-6,
352,352,970320,spleen,{'Spleen'},10x,1.36100715,0.78257911,0.39128955,2.53487581,5878,5729,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
353,353,369018,immune,{'tumor_immune'},droplet,2.23333333,2.4,0,4.63333333,6000,5722,"Tang-Huau, T.-L. et al. Human in vivo-generated monocyte-derived dendritic cells and macrophages cross-present antigens through a vacuolar pathway. Nat. Commun. 9, 2570 (2018).",,,,
354,354,900664,immune,{'Peripheral_blood_mononuclear_cell'},10x,0.40252013,0.03500175,0.03500175,0.47252363,5714,5687,"Patil, V. S. et al. Precursors of human CD4+ cytotoxic T lymphocytes identified by single-cell transcriptome analysis. Sci Immunol 3, (2018).",,,,
355,355,529804,immune,{'peripheral_blood_mononuclear_cells'},droplet,1.532834,0.0522557,0,1.58508971,5741,5650,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
356,356,414451,bone,{'long_bone'},droplet,1.8102698,0,0,1.8102698,5745,5641,"He, J. et al. Dissecting human embryonic skeletal stem cell ontogeny by single-cell transcriptomic and functional analyses. Cell Res. 31, 742–757 (2021).",33473154,https://pubmed.ncbi.nlm.nih.gov/33473154/,10.1038/s41422-021-00467-z,GSE143753
357,357,550165,immune,{'Peripheral_blood_mononuclear_cells'},10x,0.95003519,0.03518649,0.49261084,1.47783251,5684,5600,"Kang, H. M. et al. Multiplexed droplet single-cell RNA-sequencing using natural genetic variation. Nat. Biotechnol. 36, 89–94 (2018).",29227470,https://pubmed.ncbi.nlm.nih.gov/29227470/,10.1038/nbt.4042,
358,358,903509,kidney,{'ES-derived_kidney_organoid'},10x,1.32242909,1.58343484,0,2.90586393,5747,5580,"Phipson, B. et al. Evaluation of variability in human kidney organoids. Nat. Methods 16, 79–87 (2019).",30573816,https://pubmed.ncbi.nlm.nih.gov/30573816/,10.1038/s41592-018-0253-2,
359,359,880178,immune,{'tumor_immune'},droplet,1.78666195,0.01768972,0,1.80435167,5653,5551,"Zhang, P. et al. Dissecting the Single-Cell Transcriptome Network Underlying Gastric Premalignant Lesions and Early Gastric Cancer. Cell Rep. 27, 1934–1947.e5 (2019).",31067475,https://pubmed.ncbi.nlm.nih.gov/31067475/,10.1016/j.celrep.2019.04.052,GSE134520
360,360,426183,bone,{'long_bone'},droplet,1.78057554,0.01798561,0,1.79856115,5560,5460,"He, J. et al. Dissecting human embryonic skeletal stem cell ontogeny by single-cell transcriptomic and functional analyses. Cell Res. 31, 742–757 (2021).",33473154,https://pubmed.ncbi.nlm.nih.gov/33473154/,10.1038/s41422-021-00467-z,GSE143753
361,361,283754,muscle,{'muscle'},droplet,1.50034892,3.69853454,0,5.18143754,5732,5435,"He, S. et al. Single-cell transcriptome profiling of an adult human cell atlas of 15 major organs. Genome Biol. 21, 294 (2020).",33287869,https://pubmed.ncbi.nlm.nih.gov/33287869/,10.1186/s13059-020-02210-0,GSE159929
362,362,353773,testis,{'Testis'},10x,0.56693489,0.36576445,0,0.93269934,5468,5417,"Hermann, B. P. et al. The Mammalian Spermatogenesis Single-Cell Transcriptome, from Spermatogonial Stem Cells to Spermatids. Cell Rep. 25, 1650–1667.e8 (2018).",30404016,https://pubmed.ncbi.nlm.nih.gov/30404016/,10.1016/j.celrep.2018.10.026,
363,363,288034,cord_blood,{'Umbilical_cord_blood'},10x,0.71467839,0.9895547,0,1.66758292,5457,5366,"Papa, L. et al. Ex vivo human HSC expansion requires coordination of cellular reprogramming with mitochondrial remodeling and p53 activation. Blood Adv 2, 2766–2779 (2018).",30348672,https://pubmed.ncbi.nlm.nih.gov/30348672/,10.1182/bloodadvances.2018024273,
364,364,197765,immune,{'Peripheral_blood_mononuclear_cells'},10x,1.2253109,0.03657644,1.18873446,2.4506218,5468,5334,"Kang, H. M. et al. Multiplexed droplet single-cell RNA-sequencing using natural genetic variation. Nat. Biotechnol. 36, 89–94 (2018).",29227470,https://pubmed.ncbi.nlm.nih.gov/29227470/,10.1038/nbt.4042,
365,365,533740,testis,{'Testis'},10x,0.68658378,0.37112637,0,1.05771015,5389,5332,"Hermann, B. P. et al. The Mammalian Spermatogenesis Single-Cell Transcriptome, from Spermatogonial Stem Cells to Spermatids. Cell Rep. 25, 1650–1667.e8 (2018).",30404016,https://pubmed.ncbi.nlm.nih.gov/30404016/,10.1016/j.celrep.2018.10.026,
366,366,569191,lung,{'Lung_airway_epithelial_cells'},10x,0.35460993,0.57857409,0.01866368,0.9518477,5358,5307,"Habiel, D. M. et al. CCR10+ epithelial cells from idiopathic pulmonary fibrosis lungs drive remodeling. JCI Insight 3, (2018).",30135312,https://pubmed.ncbi.nlm.nih.gov/30135312/,pii: 122211. doi: 10.1172/jci.insight.122211,
367,367,636463,pluripotent_stem_cell,{'Embryonic_stem_cell_line'},10x,0.61145081,1.48230498,0,2.09375579,5397,5284,"Guo, J. et al. The adult human testis transcriptional cell atlas. Cell Res. 28, 1141–1157 (2018).",30315278,https://pubmed.ncbi.nlm.nih.gov/30315278/,10.1038/s41422-018-0099-2,
368,368,625574,heart,{'pluripotent_derived_endothelial'},droplet,1.07852412,0.01892148,0,1.0974456,5285,5227,"McCracken, I. R. et al. Transcriptional dynamics of pluripotent stem cell-derived endothelial cell differentiation revealed by single-cell RNA sequencing. Eur. Heart J. 41, 1024–1036 (2020).",31242503,https://pubmed.ncbi.nlm.nih.gov/31242503/,10.1093/eurheartj/ehz351,
369,369,860112,bone,{'limb_bud'},droplet,1.52830189,0,0,1.52830189,5300,5219,"He, J. et al. Dissecting human embryonic skeletal stem cell ontogeny by single-cell transcriptomic and functional analyses. Cell Res. 31, 742–757 (2021).",33473154,https://pubmed.ncbi.nlm.nih.gov/33473154/,10.1038/s41422-021-00467-z,GSE143753
370,370,148969,lymphatic,{'lymphatic_vessels'},10x_3'_v2,2.25549659,0,0,2.25549659,5276,5157,"Takeda, A. et al. Single-Cell Survey of Human Lymphatics Unveils Marked Endothelial Cell Heterogeneity and Mechanisms of Homing for Neutrophils. Immunity 51, 561–572.e5 (2019).",31402260,https://pubmed.ncbi.nlm.nih.gov/31402260/,10.1016/j.immuni.2019.06.027,GSE124494
371,371,208172,immune,{'peripheral_blood_mononuclear_cells'},droplet,1.56855151,0.07745933,0,1.64601084,5164,5079,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
372,372,588113,pluripotent_stem_cell,{'Embryonic_stem_cell_line'},10x,0.50338819,1.20038722,0,1.70377541,5165,5077,"Guo, J. et al. The adult human testis transcriptional cell atlas. Cell Res. 28, 1141–1157 (2018).",30315278,https://pubmed.ncbi.nlm.nih.gov/30315278/,10.1038/s41422-018-0099-2,
373,373,230583,bone_marrow,{'CD34+_bone_marrow'},10x,1.50068213,0,0,1.50068213,5131,5054,"Hua, P. et al. Single-cell analysis of bone marrow-derived CD34+ cells from children with sickle cell disease and thalassemia. Blood 134, 2111–2115 (2019).",31697810,https://pubmed.ncbi.nlm.nih.gov/31697810/,10.1182/blood.2019002301,
374,374,836357,heart,{'pluripotent_derived_endothelial'},droplet,1.28529698,0.31158715,0,1.59688413,5135,5053,"McCracken, I. R. et al. Transcriptional dynamics of pluripotent stem cell-derived endothelial cell differentiation revealed by single-cell RNA sequencing. Eur. Heart J. 41, 1024–1036 (2020).",31242503,https://pubmed.ncbi.nlm.nih.gov/31242503/,10.1093/eurheartj/ehz351,
375,375,424104,bone_marrow,{'CD34+_bone_marrow'},10x,1.75953079,0,0,1.75953079,5115,5025,"Hua, P. et al. Single-cell analysis of bone marrow-derived CD34+ cells from children with sickle cell disease and thalassemia. Blood 134, 2111–2115 (2019).",31697810,https://pubmed.ncbi.nlm.nih.gov/31697810/,10.1182/blood.2019002301,
376,376,732268,kidney,{'kidney_organoid'},droplet,2.27747201,2.90377681,0,5.18124881,5269,4996,"Wu, H. et al. Comparative Analysis and Refinement of Human PSC-Derived Kidney Organoid Differentiation with Single-Cell Transcriptomics. Cell Stem Cell 23, 869–881.e8 (2018).",30449713,https://pubmed.ncbi.nlm.nih.gov/30449713/,10.1016/j.stem.2018.10.010,
377,377,528012,stomach,{'stomach'},droplet,4.13689357,2.70778488,0,6.84467845,5318,4954,"He, S. et al. Single-cell transcriptome profiling of an adult human cell atlas of 15 major organs. Genome Biol. 21, 294 (2020).",33287869,https://pubmed.ncbi.nlm.nih.gov/33287869/,10.1186/s13059-020-02210-0,GSE159929
378,378,466485,lung,{'Lung_airway_epithelial_cells'},10x,0.41824338,0.89623581,0.01991635,1.33439554,5021,4954,"Habiel, D. M. et al. CCR10+ epithelial cells from idiopathic pulmonary fibrosis lungs drive remodeling. JCI Insight 3, (2018).",30135312,https://pubmed.ncbi.nlm.nih.gov/30135312/,pii: 122211. doi: 10.1172/jci.insight.122211,
379,379,960822,tonsil,{'Tonsil_CD4_T_cells'},10x,1.5485408,0.13897161,0,1.68751241,5037,4952,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
380,380,505109,immune,{'NK_cells_from_spleen'},10x,1.23776095,0.01847404,7.44503972,8.70127471,5413,4942,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
381,381,299683,eye,{'retina'},droplet,1.74707167,0.13897161,0,1.88604328,5037,4942,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
382,382,148327,bone_marrow,{'Bone_marrow'},10x,2.17912835,0.11995202,0.019992,2.29908037,5002,4887,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
383,383,964401,kidney,{'ES-derived_kidney_organoid'},10x,1.46263274,0.98176718,0,2.44439992,4991,4869,"Phipson, B. et al. Evaluation of variability in human kidney organoids. Nat. Methods 16, 79–87 (2019).",30573816,https://pubmed.ncbi.nlm.nih.gov/30573816/,10.1038/s41592-018-0253-2,
384,384,649955,bone_marrow,{'Bone_marrow'},10x,3.06956348,0.11959338,0,3.14929241,5017,4859,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
385,385,957725,spleen,{'Spleen'},10x,0.75944171,0.69786535,0.43103448,1.88834154,4872,4780,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
386,386,165117,bone_marrow,{'Bone_marrow'},10x,2.83097419,0.02081599,0.02081599,2.87260616,4804,4666,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
387,387,238959,pancreas,{'Pancreatic_islets'},10x,1.36097152,1.63316583,0,2.99413735,4776,4633,"Xin, Y. et al. Pseudotime Ordering of Single Human β-Cells Reveals States of Insulin Production and Unfolded Protein Response. Diabetes 67, 1783–1794 (2018).",29950394,https://pubmed.ncbi.nlm.nih.gov/29950394/,10.2337/db18-0365,
388,388,925107,kidney,{'Embryonic_kidney_cortex'},10x,1.27145582,0.74168256,0,2.01313838,4719,4624,"Guo, J. et al. The adult human testis transcriptional cell atlas. Cell Res. 28, 1141–1157 (2018).",30315278,https://pubmed.ncbi.nlm.nih.gov/30315278/,10.1038/s41422-018-0099-2,
389,389,115518,kidney,{'ES-derived_kidney_organoid'},10x,1.54726579,0.9749894,0,2.52225519,4718,4599,"Phipson, B. et al. Evaluation of variability in human kidney organoids. Nat. Methods 16, 79–87 (2019).",30573816,https://pubmed.ncbi.nlm.nih.gov/30573816/,10.1038/s41592-018-0253-2,
390,390,264248,lymphatic,{'lymphatic_vessels'},10x_3'_v2,1.79809359,0,0,1.79809359,4616,4533,"Takeda, A. et al. Single-Cell Survey of Human Lymphatics Unveils Marked Endothelial Cell Heterogeneity and Mechanisms of Homing for Neutrophils. Immunity 51, 561–572.e5 (2019).",31402260,https://pubmed.ncbi.nlm.nih.gov/31402260/,10.1016/j.immuni.2019.06.027,GSE124494
391,391,448531,pluripotent_stem_cell,{'Embryonic_stem_cell_line'},10x,1.03336921,1.48546825,0,2.51883746,4645,4528,"Guo, J. et al. The adult human testis transcriptional cell atlas. Cell Res. 28, 1141–1157 (2018).",30315278,https://pubmed.ncbi.nlm.nih.gov/30315278/,10.1038/s41422-018-0099-2,
392,392,569909,immune,{'NK_cells_from_spleen'},10x,1.01501374,1.14189046,2.43180376,4.58870797,4729,4512,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
393,393,726131,brain,{'Cortical_organoids'},10x,2.06584893,0.98988595,0,3.05573488,4647,4505,"Guo, J. et al. The adult human testis transcriptional cell atlas. Cell Res. 28, 1141–1157 (2018).",30315278,https://pubmed.ncbi.nlm.nih.gov/30315278/,10.1038/s41422-018-0099-2,
394,394,487932,tonsil,{'Tonsil_CD14+_cells'},10x,2.43692042,0.9920207,0.04313133,3.47207246,4637,4476,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
395,395,706953,kidney,{'kidney'},droplet,1.50309461,2.5862069,0,4.0893015,4524,4339,"Wu, H. et al. Comparative Analysis and Refinement of Human PSC-Derived Kidney Organoid Differentiation with Single-Cell Transcriptomics. Cell Stem Cell 23, 869–881.e8 (2018).",30449713,https://pubmed.ncbi.nlm.nih.gov/30449713/,10.1016/j.stem.2018.10.010,
396,396,961303,heart,{'pluripotent_derived_endothelial'},droplet,1.92133816,0.22603978,0,2.14737794,4424,4329,"McCracken, I. R. et al. Transcriptional dynamics of pluripotent stem cell-derived endothelial cell differentiation revealed by single-cell RNA sequencing. Eur. Heart J. 41, 1024–1036 (2020).",31242503,https://pubmed.ncbi.nlm.nih.gov/31242503/,10.1093/eurheartj/ehz351,
397,397,831214,pancreas,{'Pancreatic_islets'},10x,1.06745401,0.88575971,0,1.95321372,4403,4317,"Xin, Y. et al. Pseudotime Ordering of Single Human β-Cells Reveals States of Insulin Production and Unfolded Protein Response. Diabetes 67, 1783–1794 (2018).",29950394,https://pubmed.ncbi.nlm.nih.gov/29950394/,10.2337/db18-0365,
398,398,861888,pluripotent_stem_cell,{'Embryonic_stem_cell_line'},10x,1.06503512,1.29163834,0,2.35667346,4413,4309,"Guo, J. et al. The adult human testis transcriptional cell atlas. Cell Res. 28, 1141–1157 (2018).",30315278,https://pubmed.ncbi.nlm.nih.gov/30315278/,10.1038/s41422-018-0099-2,
399,399,775058,bone,{'long_bone'},droplet,1.6,0.02285714,0,1.62285714,4375,4304,"He, J. et al. Dissecting human embryonic skeletal stem cell ontogeny by single-cell transcriptomic and functional analyses. Cell Res. 31, 742–757 (2021).",33473154,https://pubmed.ncbi.nlm.nih.gov/33473154/,10.1038/s41422-021-00467-z,GSE143753
400,400,853992,eye,{'retina'},droplet,1.97021764,0.04581901,0,2.01603666,4365,4277,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
401,401,345418,kidney,{'Embryonic_kidney_cortex'},10x,1.22204289,0.7147798,0,1.93682269,4337,4253,"Guo, J. et al. The adult human testis transcriptional cell atlas. Cell Res. 28, 1141–1157 (2018).",30315278,https://pubmed.ncbi.nlm.nih.gov/30315278/,10.1038/s41422-018-0099-2,
402,402,725589,tonsil,{'Tonsil'},10x,2.13498623,0.27548209,0,2.41046832,4356,4251,"Phipson, B. et al. Evaluation of variability in human kidney organoids. Nat. Methods 16, 79–87 (2019).",30573816,https://pubmed.ncbi.nlm.nih.gov/30573816/,10.1038/s41592-018-0253-2,
403,403,204741,bone,{'calvarial_bone'},droplet,2.61768083,0.04592423,0,2.66360505,4355,4239,"He, J. et al. Dissecting human embryonic skeletal stem cell ontogeny by single-cell transcriptomic and functional analyses. Cell Res. 31, 742–757 (2021).",33473154,https://pubmed.ncbi.nlm.nih.gov/33473154/,10.1038/s41422-021-00467-z,GSE143753
404,404,391161,heart,{'pluripotent_derived_endothelial'},droplet,1.23773937,0.6071929,0,1.84493227,4282,4203,"McCracken, I. R. et al. Transcriptional dynamics of pluripotent stem cell-derived endothelial cell differentiation revealed by single-cell RNA sequencing. Eur. Heart J. 41, 1024–1036 (2020).",31242503,https://pubmed.ncbi.nlm.nih.gov/31242503/,10.1093/eurheartj/ehz351,
405,405,919401,spleen,{'spleen'},droplet,3.19148936,3.94503546,0,7.13652482,4512,4190,"He, S. et al. Single-cell transcriptome profiling of an adult human cell atlas of 15 major organs. Genome Biol. 21, 294 (2020).",33287869,https://pubmed.ncbi.nlm.nih.gov/33287869/,10.1186/s13059-020-02210-0,GSE159929
406,406,334354,bone_marrow,{'CD34+_bone_marrow'},10x,1.44105835,0,0,1.44105835,4233,4172,"Hua, P. et al. Single-cell analysis of bone marrow-derived CD34+ cells from children with sickle cell disease and thalassemia. Blood 134, 2111–2115 (2019).",31697810,https://pubmed.ncbi.nlm.nih.gov/31697810/,10.1182/blood.2019002301,
407,407,469412,pancreas,{'Pancreatic_islets'},10x,2.05894227,0.02018571,14.129996,16.2091239,4954,4151,"Xin, Y. et al. Pseudotime Ordering of Single Human β-Cells Reveals States of Insulin Production and Unfolded Protein Response. Diabetes 67, 1783–1794 (2018).",29950394,https://pubmed.ncbi.nlm.nih.gov/29950394/,10.2337/db18-0365,
408,408,709390,immune,{'T_cells'},drop-seq,2.39223652,2.45994132,2.07628075,6.92845859,4431,4124,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
409,409,775431,cord_blood,{'Cord_blood'},10x,0.81029552,0.9056244,0,1.71591992,4196,4124,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
410,410,290391,small_intestine,{'small_intestine'},droplet,2.11038961,2.52782931,0,4.63821892,4312,4112,"He, S. et al. Single-cell transcriptome profiling of an adult human cell atlas of 15 major organs. Genome Biol. 21, 294 (2020).",33287869,https://pubmed.ncbi.nlm.nih.gov/33287869/,10.1186/s13059-020-02210-0,GSE159929
411,411,857099,bone_marrow,{'CD34+_bone_marrow'},10x,2.05594071,0,0,2.05594071,4183,4097,"Hua, P. et al. Single-cell analysis of bone marrow-derived CD34+ cells from children with sickle cell disease and thalassemia. Blood 134, 2111–2115 (2019).",31697810,https://pubmed.ncbi.nlm.nih.gov/31697810/,10.1182/blood.2019002301,
412,412,589923,immune,{'B_cells'},10x,1.35348522,0.24813896,6.02300925,7.62463343,4433,4095,"Milpied, P. et al. Human germinal center transcriptional programs are de-synchronized in B cell lymphoma. Nat. Immunol. 19, 1013–1024 (2018).",30104629,https://pubmed.ncbi.nlm.nih.gov/30104629/,10.1038/s41590-018-0181-4,
413,413,701238,immune,{'NK_cells_from_blood'},10x,0.84206203,0.0205381,15.1365784,15.9991785,4869,4090,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
414,414,780458,heart,{'pluripotent_derived_endothelial'},droplet,1.30845651,0.26653744,0,1.55076327,4127,4063,"McCracken, I. R. et al. Transcriptional dynamics of pluripotent stem cell-derived endothelial cell differentiation revealed by single-cell RNA sequencing. Eur. Heart J. 41, 1024–1036 (2020).",31242503,https://pubmed.ncbi.nlm.nih.gov/31242503/,10.1093/eurheartj/ehz351,
415,415,425417,immune,{'NK_cells_from_blood'},10x,0.97087379,0.97087379,4.32269995,6.26444753,4326,4055,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
416,416,134045,immune,{'cerebrospinal_fluid_leukocytes'},droplet,1.78135676,0.04880429,0,1.83016105,4098,4023,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
417,417,808214,bone_marrow,{'CD34+_bone_marrow'},10x,2.19084713,0,0,2.19084713,4108,4018,"Hua, P. et al. Single-cell analysis of bone marrow-derived CD34+ cells from children with sickle cell disease and thalassemia. Blood 134, 2111–2115 (2019).",31697810,https://pubmed.ncbi.nlm.nih.gov/31697810/,10.1182/blood.2019002301,
418,418,248470,immune,{'bronchoalveolar_immune'},droplet,2.5297981,0.09729993,0,2.60277305,4111,4004,"Liao, M. et al. Single-cell landscape of bronchoalveolar immune cells in patients with COVID-19. Nat. Med. 26, 842–844 (2020).",32398875,https://pubmed.ncbi.nlm.nih.gov/32398875/,10.1038/s41591-020-0901-9,
419,419,901444,eye,{'retina'},droplet,1.48514851,0.12376238,0,1.60891089,4040,3975,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
420,420,833964,eye,{'retina'},droplet,1.98143968,0.02508151,0,2.00652119,3987,3907,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
421,421,218270,immune,{'peripheral_blood_mononuclear_cells'},droplet,1.81268882,0.0755287,0,1.88821752,3972,3897,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
422,422,126833,pancreas,{'Beta_cells'},10x,3.75736739,0.09823183,0.54027505,4.39587426,4072,3893,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
423,423,430208,pancreas,{'pancreas'},Dropseq,3.125,0.6,0.575,3.25,4000,3870,"Fang, Z. et al. Single-Cell Heterogeneity Analysis and CRISPR Screen Identify Key β-Cell-Specific Disease Genes. Cell Rep. 26, 3132–3144.e7 (2019).",30865899,https://pubmed.ncbi.nlm.nih.gov/30865899/,10.1016/j.celrep.2019.02.043,
424,424,168926,lymphatic,{'lymphatic_vessels'},10x_3'_v2,2.10873984,0,0,2.10873984,3936,3853,"Takeda, A. et al. Single-Cell Survey of Human Lymphatics Unveils Marked Endothelial Cell Heterogeneity and Mechanisms of Homing for Neutrophils. Immunity 51, 561–572.e5 (2019).",31402260,https://pubmed.ncbi.nlm.nih.gov/31402260/,10.1016/j.immuni.2019.06.027,GSE124494
425,425,510061,immune,{'bronchoalveolar_immune'},droplet,2.09183673,0.25510204,0,2.34693878,3920,3828,"Liao, M. et al. Single-cell landscape of bronchoalveolar immune cells in patients with COVID-19. Nat. Med. 26, 842–844 (2020).",32398875,https://pubmed.ncbi.nlm.nih.gov/32398875/,10.1038/s41591-020-0901-9,
426,426,353599,brain,{'Cortical_organoids'},10x,2.00711382,0.78760163,0,2.79471545,3936,3826,"Guo, J. et al. The adult human testis transcriptional cell atlas. Cell Res. 28, 1141–1157 (2018).",30315278,https://pubmed.ncbi.nlm.nih.gov/30315278/,10.1038/s41422-018-0099-2,
427,427,646229,kidney,{'ES-derived_kidney_organoid'},10x,1.68110036,1.09526235,0.02547122,2.80183393,3926,3816,"Phipson, B. et al. Evaluation of variability in human kidney organoids. Nat. Methods 16, 79–87 (2019).",30573816,https://pubmed.ncbi.nlm.nih.gov/30573816/,10.1038/s41592-018-0253-2,
